ticker,block_index,archetype,category,cell,score,reason_cell,reason_text,confidence,source,composite_0_10,composite_0_100
CIEN,20,B: Durable Compounder,Industry/Sector Tailwinds,C258,10,D258,Peer-median fwd revenue growth                      17.9%  -> A (9.5)   band: >= 10.0%,low,auto,7.4,74.0
CLS,21,B: Durable Compounder,Valuation,C262,7,D262,FCF yield                                            1.3%  -> D (3.5)   band: >= 1.0% | Fwd P/E vs own 5-yr median                          16.1%  -> B (7.5)   band: >= 10.0% | Fwd TEV/EBITDA vs peer median                       -3.0%  -> C (5.5)   band: >= -10.0% | PEG                                                  1.00  -> A (9.5)   band: <= 1.00,high,auto,8.55,85.5
CLS,21,B: Durable Compounder,Growth,C263,10,D263,Fwd revenue growth                                  65.8%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                      74.4%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                     +310bps  -> A (9.5)   band: >= +100bps,high,auto,8.55,85.5
CLS,21,B: Durable Compounder,Profitability,C264,9,D264,ROIC 3-yr average                                   24.0%  -> A (9.5)   band: >= 20.0% | ROIC persistence (share of yrs >12%)                75.0%  -> B (7.5)   band: >= 60.0% | Gross margin vs peer set                            37.5%  -> D (3.5)   band: >= 25.0% | Return on equity                                    52.7%  -> A (9.5)   band: >= 20.0%,high,auto,8.55,85.5
CLS,21,B: Durable Compounder,Financials,C265,10,D265,Net debt / EBITDA                                   0.12x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                            22.00x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                             64.0%  -> D (3.5)   band: >= 50.0% | Diluted share count 3-yr CAGR                       -2.0%  -> A (9.5)   band: <= 0.0%,high,auto,8.55,85.5
CLS,21,B: Durable Compounder,Business Quality,C266,8,D266,"ROIC persistence (share of yrs >12%)                75.0%  -> B (7.5)   band: >= 60.0% | Gross margin stability (band, bps)                +310bps  -> B (7.5)   band: <= +400bps",medium,tier3,8.55,85.5
CLS,21,B: Durable Compounder,Management,C267,6,D267,"SBC as % of revenue                                  0.5%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,8.55,85.5
CLS,21,B: Durable Compounder,Income,C268,10,D268,Revenue change in weakest year shown                 9.8%  -> A (9.5)   band: >= 0.0%,low,tier3,8.55,85.5
CLS,21,B: Durable Compounder,Market Sentiment,C269,8,D269,Short interest % of float                            2.7%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,8.55,85.5
CLS,21,B: Durable Compounder,EPS/Revison Trends,C270,10,D270,"FY2 consensus EPS change vs 3mo ago                 32.1%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,8.55,85.5
CLS,21,B: Durable Compounder,Industry/Sector Tailwinds,C271,10,D271,Peer-median fwd revenue growth                      29.9%  -> A (9.5)   band: >= 10.0%,low,auto,8.55,85.5
COHR,22,B: Durable Compounder,Valuation,C275,2,D275,FCF yield                                           -1.0%  -> F (1.5)   band: < 1.0% | Fwd TEV/EBITDA vs peer median                      -83.8%  -> F (1.5)   band: < -30.0% | PEG                                                  0.92  -> A (9.5)   band: <= 1.00,high,auto,5.1,51.0
COHR,22,B: Durable Compounder,Growth,C276,10,D276,Fwd revenue growth                                  35.7%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                      52.1%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                     -299bps  -> F (1.5)   band: < -200bps,high,auto,5.1,51.0
COHR,22,B: Durable Compounder,Profitability,C277,2,D277,ROIC 3-yr average                                    0.8%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            37.5%  -> D (3.5)   band: >= 25.0% | Return on equity                                     4.7%  -> F (1.5)   band: < 5.0%,high,auto,5.1,51.0
COHR,22,B: Durable Compounder,Financials,C278,4,D278,Net debt / EBITDA                                   2.27x  -> C (5.5)   band: <= 2.50x | EBIT / interest expense                             3.48x  -> D (3.5)   band: >= 2.00x | Diluted share count 3-yr CAGR                        9.9%  -> F (1.5)   band: > 6.0%,high,auto,5.1,51.0
COHR,22,B: Durable Compounder,Business Quality,C279,4,D279,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)                +723bps  -> C (5.5)   band: <= +800bps",medium,tier3,5.1,51.0
COHR,22,B: Durable Compounder,Management,C280,6,D280,"SBC as % of revenue                                  2.7%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,5.1,51.0
COHR,22,B: Durable Compounder,Income,C281,6,D281,Revenue change in weakest year shown                -8.8%  -> C (5.5)   band: >= -20.0%,low,tier3,5.1,51.0
COHR,22,B: Durable Compounder,Market Sentiment,C282,6,D282,Short interest % of float                            5.2%  -> C (5.5)   band: <= 8.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,5.1,51.0
COHR,22,B: Durable Compounder,EPS/Revison Trends,C283,10,D283,"FY2 consensus EPS change vs 3mo ago                  9.2%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,5.1,51.0
COHR,22,B: Durable Compounder,Industry/Sector Tailwinds,C284,10,D284,Peer-median fwd revenue growth                      10.0%  -> A (9.5)   band: >= 10.0%,low,auto,5.1,51.0
CRDO,23,B: Durable Compounder,Valuation,C288,2,D288,FCF yield                                            1.0%  -> F (1.5)   band: < 1.0% | Fwd TEV/EBITDA vs peer median                     -173.5%  -> F (1.5)   band: < -30.0% | PEG                                                  0.50  -> A (9.5)   band: <= 1.00,high,auto,6.55,65.5
CRDO,23,B: Durable Compounder,Growth,C289,10,D289,Fwd revenue growth                                  49.8%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                      48.1%  -> B (7.5)   band: >= 20.0%  [demoted to B: fwd_revenue_growth is not None and fwd_eps_growth is not None and fwd_eps_growth <= fwd_revenue_growth] | 3-yr gross margin trend (bps)                    +1038bps  -> A (9.5)   band: >= +100bps,high,auto,6.55,65.5
CRDO,23,B: Durable Compounder,Profitability,C290,8,D290,ROIC 3-yr average                                   16.0%  -> B (7.5)   band: >= 13.0% | ROIC persistence (share of yrs >12%)                25.0%  -> D (3.5)   band: >= 20.0% | Gross margin vs peer set                            75.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                    34.4%  -> B (7.5)   band: >= 20.0%  [demoted to B: debt_to_equity is not None and debt_to_equity >= 1.0],high,auto,6.55,65.5
CRDO,23,B: Durable Compounder,Financials,C291,9,D291,Net debt / EBITDA                                  -2.38x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                           999.00x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                             91.3%  -> B (7.5)   band: >= 85.0% | Diluted share count 3-yr CAGR                        8.6%  -> F (1.5)   band: > 6.0%,high,auto,6.55,65.5
CRDO,23,B: Durable Compounder,Business Quality,C292,4,D292,"ROIC persistence (share of yrs >12%)                25.0%  -> D (3.5)   band: >= 20.0% | Gross margin stability (band, bps)               +1038bps  -> D (3.5)   band: <= +1500bps",medium,tier3,6.55,65.5
CRDO,23,B: Durable Compounder,Management,C293,4,D293,"SBC as % of revenue                                 13.7%  -> D (3.5)   band: <= 15.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,6.55,65.5
CRDO,23,B: Durable Compounder,Income,C294,10,D294,Revenue change in weakest year shown                 4.8%  -> A (9.5)   band: >= 0.0%,low,tier3,6.55,65.5
CRDO,23,B: Durable Compounder,Market Sentiment,C295,8,D295,Short interest % of float                            3.6%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,6.55,65.5
CRDO,23,B: Durable Compounder,EPS/Revison Trends,C296,10,D296,"FY2 consensus EPS change vs 3mo ago                 20.8%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,6.55,65.5
CRDO,23,B: Durable Compounder,Industry/Sector Tailwinds,C297,10,D297,Peer-median fwd revenue growth                      19.3%  -> A (9.5)   band: >= 10.0%,low,auto,6.55,65.5
CRWV,24,C: High Growth,Valuation,C301,4,D301,FCF yield                                          -22.7%  -> F (1.5)   band: < 1.0% | Fwd TEV/EBITDA vs peer median                        0.2%  -> C (5.5)   band: >= -10.0%,medium,auto,4.25,42.5
CRWV,24,C: High Growth,Growth,C302,8,D302,Fwd revenue growth (high-growth bands)              99.0%  -> A (9.5)   band: >= 40.0% | Rule of 40 (growth% + FCF margin%)                 -71.53  -> F (1.5)   band: < 10 | Gross margin                                        71.7%  -> B (7.5)   band: >= 65.0%,high,auto,4.25,42.5
CRWV,24,C: High Growth,Profitability,C303,2,D303,ROIC 3-yr average                                  -16.3%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            50.0%  -> C (5.5)   band: >= 45.0% | Return on equity                                   -40.7%  -> F (1.5)   band: < 5.0%  [notched F->F: debt_to_equity is not None and debt_to_equity > 2.0],high,auto,4.25,42.5
CRWV,24,C: High Growth,Financials,C304,2,D304,Cash runway (yrs) -- dominant when FCF-negative          0.29y  -> F (1.5)   band: < 1.50y | Net debt / EBITDA                                   8.83x  -> F (1.5)   band: > 4.00x | Diluted share count 3-yr CAGR                        2.5%  -> C (5.5)   band: <= 3.0%,high,auto,4.25,42.5
CRWV,24,C: High Growth,Business Quality,C305,2,D305,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +5083bps  -> F (1.5)   band: > +1500bps",medium,tier3,4.25,42.5
CRWV,24,C: High Growth,Management,C306,2,D306,"SBC as % of revenue                                  9.6%  -> C (5.5)   band: <= 12.0% | EPS beats, last 8Q                                      1  -> F (1.5)   band: < 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,4.25,42.5
CRWV,24,C: High Growth,Income,C307,10,D307,Revenue change in weakest year shown               167.9%  -> A (9.5)   band: >= 0.0%,low,tier3,4.25,42.5
CRWV,24,C: High Growth,Market Sentiment,C308,2,D308,Short interest % of float                           21.4%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,4.25,42.5
CRWV,24,C: High Growth,EPS/Revison Trends,C309,2,D309,"FY2 consensus EPS change vs 3mo ago                -51.9%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      1  -> F (1.5)   band: < 2",medium,auto,4.25,42.5
CRWV,24,C: High Growth,Industry/Sector Tailwinds,C310,8,D310,Peer-median fwd revenue growth                       9.7%  -> B (7.5)   band: >= 5.0%,low,auto,4.25,42.5
DRTS,25,E: Early Biotech,Valuation,C314,2,D314,FCF yield                                           -3.0%  -> F (1.5)   band: < 1.0%,low,auto,3.9,39.0
DRTS,25,E: Early Biotech,Growth,C315,10,D315,Fwd revenue growth                                 658.1%  -> A (9.5)   band: >= 15.0%,low,auto,3.9,39.0
DRTS,25,E: Early Biotech,Profitability,C316,2,D316,ROIC 3-yr average                                  -46.3%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            37.5%  -> D (3.5)   band: >= 25.0% | Return on equity                                   -90.5%  -> F (1.5)   band: < 5.0%,high,auto,3.9,39.0
DRTS,25,E: Early Biotech,Financials,C317,2,D317,Cash runway (yrs) -- dominant when FCF-negative          0.37y  -> F (1.5)   band: < 1.50y | Net debt / EBITDA                                  -0.03x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                        8.2%  -> F (1.5)   band: > 6.0%,high,auto,3.9,39.0
DRTS,25,E: Early Biotech,Business Quality,C318,2,D318,ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0%,low,tier3,3.9,39.0
DRTS,25,E: Early Biotech,Management,C319,2,D319,"EPS beats, last 8Q                                      0  -> F (1.5)   band: < 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",medium,auto,3.9,39.0
DRTS,25,E: Early Biotech,Income,C320,,D320,,none,tier3,3.9,39.0
DRTS,25,E: Early Biotech,Market Sentiment,C321,8,D321,Short interest % of float                            4.8%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,3.9,39.0
DRTS,25,E: Early Biotech,EPS/Revison Trends,C322,2,D322,"FY2 consensus EPS change vs 3mo ago                -20.9%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      0  -> F (1.5)   band: < 2",high,auto,3.9,39.0
DRTS,25,E: Early Biotech,Industry/Sector Tailwinds,C323,10,D323,Peer-median fwd revenue growth                      41.5%  -> A (9.5)   band: >= 10.0%,low,auto,3.9,39.0
DY,26,B: Durable Compounder,Valuation,C327,2,D327,Fwd P/E vs own 5-yr median                           5.8%  -> C (5.5)   band: >= -10.0% | Fwd TEV/EBITDA vs peer median                      -43.4%  -> F (1.5)   band: < -30.0% | PEG                                                  3.50  -> F (1.5)   band: > 2.50,high,auto,6.85,68.5
DY,26,B: Durable Compounder,Growth,C328,10,D328,Fwd revenue growth                                  11.6%  -> B (7.5)   band: >= 8.0% | Fwd EPS growth                                      20.5%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                     +354bps  -> A (9.5)   band: >= +100bps,high,auto,6.85,68.5
DY,26,B: Durable Compounder,Profitability,C329,7,D329,ROIC 3-yr average                                   11.6%  -> C (5.5)   band: >= 9.0% | ROIC persistence (share of yrs >12%)                50.0%  -> C (5.5)   band: >= 40.0% | Gross margin vs peer set                            87.5%  -> A (9.5)   band: >= 75.0% | Return on equity                                    19.7%  -> B (7.5)   band: >= 15.0%,high,auto,6.85,68.5
DY,26,B: Durable Compounder,Financials,C330,6,D330,Net debt / EBITDA                                   2.77x  -> D (3.5)   band: <= 4.00x | EBIT / interest expense                             5.50x  -> C (5.5)   band: >= 4.00x | FCF / net income (3-yr)                             73.7%  -> C (5.5)   band: >= 70.0% | Diluted share count 3-yr CAGR                       -0.6%  -> A (9.5)   band: <= 0.0%,high,auto,6.85,68.5
DY,26,B: Durable Compounder,Business Quality,C331,7,D331,"ROIC persistence (share of yrs >12%)                50.0%  -> C (5.5)   band: >= 40.0% | Gross margin stability (band, bps)                +354bps  -> B (7.5)   band: <= +400bps",medium,tier3,6.85,68.5
DY,26,B: Durable Compounder,Management,C332,6,D332,"SBC as % of revenue                                  0.6%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                        0  -> C (5.5)   band: >= -0.50",high,auto,6.85,68.5
DY,26,B: Durable Compounder,Income,C333,10,D333,Revenue change in weakest year shown                 9.6%  -> A (9.5)   band: >= 0.0%,low,tier3,6.85,68.5
DY,26,B: Durable Compounder,Market Sentiment,C334,6,D334,Short interest % of float                            5.9%  -> C (5.5)   band: <= 8.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                  0  -> C (5.5)   band: >= -0.50,high,auto,6.85,68.5
DY,26,B: Durable Compounder,EPS/Revison Trends,C335,10,D335,"FY2 consensus EPS change vs 3mo ago                 16.2%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,6.85,68.5
DY,26,B: Durable Compounder,Industry/Sector Tailwinds,C336,10,D336,Peer-median fwd revenue growth                      10.1%  -> A (9.5)   band: >= 10.0%,low,auto,6.85,68.5
ENVA,27,F: Financial Institution,Valuation,C340,10,D340,FCF yield                                           30.3%  -> A (9.5)   band: >= 6.0% | Fwd P/E vs own 5-yr median                          -8.4%  -> C (5.5)   band: >= -10.0% | PEG                                                  0.64  -> A (9.5)   band: <= 1.00,high,auto,8.1,81.0
ENVA,27,F: Financial Institution,Growth,C341,8,D341,Fwd revenue growth                                  22.0%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                      19.7%  -> B (7.5)   band: >= 10.0% | 3-yr gross margin trend (bps)                    -1039bps  -> F (1.5)   band: < -200bps,high,auto,8.1,81.0
ENVA,27,F: Financial Institution,Profitability,C342,10,D342,Return on equity (financials bands)                 26.1%  -> A (9.5)   band: >= 15.0%,low,auto,8.1,81.0
ENVA,27,F: Financial Institution,Financials,C343,10,D343,Diluted share count 3-yr CAGR                       -7.2%  -> A (9.5)   band: <= 0.0%,low,auto,8.1,81.0
ENVA,27,F: Financial Institution,Business Quality,C344,3,D344,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +1108bps  -> D (3.5)   band: <= +1500bps",medium,tier3,8.1,81.0
ENVA,27,F: Financial Institution,Management,C345,6,D345,"SBC as % of revenue                                  1.0%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,8.1,81.0
ENVA,27,F: Financial Institution,Income,C346,10,D346,Revenue change in weakest year shown                18.6%  -> A (9.5)   band: >= 0.0%,low,tier3,8.1,81.0
ENVA,27,F: Financial Institution,Market Sentiment,C347,4,D347,Short interest % of float                           10.8%  -> D (3.5)   band: <= 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,8.1,81.0
ENVA,27,F: Financial Institution,EPS/Revison Trends,C348,10,D348,"FY2 consensus EPS change vs 3mo ago                  5.2%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                         75.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,8.1,81.0
ENVA,27,F: Financial Institution,Industry/Sector Tailwinds,C349,8,D349,Peer-median fwd revenue growth                       5.0%  -> B (7.5)   band: >= 5.0%,low,auto,8.1,81.0
EQX,28,D: Cyclical / Commodity,Valuation,C353,8,D353,FCF yield                                            3.0%  -> C (5.5)   band: >= 2.5% | Fwd P/E vs own 5-yr median                         576.4%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                        8.7%  -> C (5.5)   band: >= -10.0% | PEG                                                  0.17  -> A (9.5)   band: <= 1.00,high,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,Growth,C354,10,D354,Fwd revenue growth                                  10.4%  -> B (7.5)   band: >= 8.0% | Fwd EPS growth                                      34.0%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                    +2652bps  -> A (9.5)   band: >= +100bps,high,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,Profitability,C355,2,D355,ROIC 3-yr average                                    3.8%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                             0.0%  -> F (1.5)   band: < 25.0% | Return on equity                                     5.2%  -> D (3.5)   band: >= 5.0%,high,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,Financials,C356,4,D356,Net debt / EBITDA                                   0.87x  -> B (7.5)   band: <= 1.50x | EBIT / interest expense                             4.13x  -> C (5.5)   band: >= 4.00x | FCF / net income (3-yr)                            -13.4%  -> F (1.5)   band: < 50.0% | Diluted share count 3-yr CAGR                       27.5%  -> F (1.5)   band: > 6.0%,high,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,Business Quality,C357,2,D357,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +2652bps  -> F (1.5)   band: > +1500bps",medium,tier3,5.2,52.0
EQX,28,D: Cyclical / Commodity,Management,C358,3,D358,"EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2 | Insider net open-market activity                    -1.97  -> F (1.5)   band: < -1.50",medium,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,Income,C359,6,D359,Revenue change in weakest year shown               -16.1%  -> C (5.5)   band: >= -20.0%,low,tier3,5.2,52.0
EQX,28,D: Cyclical / Commodity,Market Sentiment,C360,8,D360,Short interest % of float                            4.9%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)              -1.97  -> F (1.5)   band: < -1.50,high,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,EPS/Revison Trends,C361,2,D361,"FY2 consensus EPS change vs 3mo ago                -15.8%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2",medium,auto,5.2,52.0
EQX,28,D: Cyclical / Commodity,Industry/Sector Tailwinds,C362,8,D362,Peer-median fwd revenue growth                       5.3%  -> B (7.5)   band: >= 5.0%,low,auto,5.2,52.0
ET,29,B: Durable Compounder,Valuation,C366,9,D366,FCF yield                                            5.2%  -> B (7.5)   band: >= 4.0% | Fwd P/E vs own 5-yr median                         -18.5%  -> D (3.5)   band: >= -30.0% | Fwd TEV/EBITDA vs peer median                       28.4%  -> A (9.5)   band: >= 25.0% | PEG                                                  0.61  -> A (9.5)   band: <= 1.00,high,auto,6.0,60.0
ET,29,B: Durable Compounder,Growth,C367,6,D367,Fwd revenue growth                                   0.6%  -> D (3.5)   band: >= 0.0% | Fwd EPS growth                                       6.3%  -> C (5.5)   band: >= 5.0% | 3-yr gross margin trend (bps)                     +413bps  -> A (9.5)   band: >= +100bps,high,auto,6.0,60.0
ET,29,B: Durable Compounder,Profitability,C368,7,D368,ROIC 3-yr average                                   14.4%  -> B (7.5)   band: >= 13.0% | ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin vs peer set                            12.5%  -> F (1.5)   band: < 25.0% | Return on equity                                    12.4%  -> C (5.5)   band: >= 10.0%,high,auto,6.0,60.0
ET,29,B: Durable Compounder,Financials,C369,4,D369,Net debt / EBITDA                                   4.38x  -> F (1.5)   band: > 4.00x | EBIT / interest expense                             2.77x  -> D (3.5)   band: >= 2.00x | FCF / net income (3-yr)                            133.6%  -> A (9.5)   band: >= 100.0% | Diluted share count 3-yr CAGR                        3.7%  -> D (3.5)   band: <= 6.0%,high,auto,6.0,60.0
ET,29,B: Durable Compounder,Business Quality,C370,8,D370,"ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin stability (band, bps)                +413bps  -> C (5.5)   band: <= +800bps",medium,tier3,6.0,60.0
ET,29,B: Durable Compounder,Management,C371,6,D371,"SBC as % of revenue                                  0.2%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      0  -> F (1.5)   band: < 2 | Insider net open-market activity                        0  -> C (5.5)   band: >= -0.50",high,auto,6.0,60.0
ET,29,B: Durable Compounder,Income,C372,6,D372,Revenue change in weakest year shown               -12.6%  -> C (5.5)   band: >= -20.0%,low,tier3,6.0,60.0
ET,29,B: Durable Compounder,Market Sentiment,C373,10,D373,Short interest % of float                            1.1%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                  0  -> C (5.5)   band: >= -0.50,high,auto,6.0,60.0
ET,29,B: Durable Compounder,EPS/Revison Trends,C374,2,D374,"FY2 consensus EPS change vs 3mo ago                 -6.9%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                         40.0%  -> D (3.5)   band: >= 30.0% | EPS beats, last 8Q                                      0  -> F (1.5)   band: < 2",medium,auto,6.0,60.0
ET,29,B: Durable Compounder,Industry/Sector Tailwinds,C375,8,D375,Peer-median fwd revenue growth                       5.3%  -> B (7.5)   band: >= 5.0%,low,auto,6.0,60.0
FSLY,30,C: High Growth,Valuation,C379,3,D379,FCF yield                                            1.2%  -> D (3.5)   band: >= 1.0% | PEG                                                  2.72  -> F (1.5)   band: > 2.50,medium,auto,5.0,50.0
FSLY,30,C: High Growth,Growth,C380,4,D380,Fwd revenue growth (high-growth bands)              11.4%  -> D (3.5)   band: >= 8.0% | Rule of 40 (growth% + FCF margin%)                  17.86  -> D (3.5)   band: >= 10 | Gross margin                                        57.1%  -> C (5.5)   band: >= 50.0%,high,auto,5.0,50.0
FSLY,30,C: High Growth,Profitability,C381,2,D381,ROIC 3-yr average                                  -11.0%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            12.5%  -> F (1.5)   band: < 25.0% | Return on equity                                   -10.7%  -> F (1.5)   band: < 5.0%,high,auto,5.0,50.0
FSLY,30,C: High Growth,Financials,C382,10,D382,Cash runway (yrs) -- dominant when FCF-negative   FCF-positive  -> A (9.5)   band: >= FCF-positive | Net debt / EBITDA                                  -4.52x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                        6.5%  -> F (1.5)   band: > 6.0%,high,auto,5.0,50.0
FSLY,30,C: High Growth,Business Quality,C383,3,D383,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)                +860bps  -> D (3.5)   band: <= +1500bps",medium,tier3,5.0,50.0
FSLY,30,C: High Growth,Management,C384,2,D384,"SBC as % of revenue                                 19.4%  -> F (1.5)   band: > 15.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,5.0,50.0
FSLY,30,C: High Growth,Income,C385,10,D385,Revenue change in weakest year shown                 7.4%  -> A (9.5)   band: >= 0.0%,low,tier3,5.0,50.0
FSLY,30,C: High Growth,Market Sentiment,C386,2,D386,Short interest % of float                           19.0%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,5.0,50.0
FSLY,30,C: High Growth,EPS/Revison Trends,C387,10,D387,"FY2 consensus EPS change vs 3mo ago                  7.2%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                         83.3%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,5.0,50.0
FSLY,30,C: High Growth,Industry/Sector Tailwinds,C388,10,D388,Peer-median fwd revenue growth                      13.6%  -> A (9.5)   band: >= 10.0%,low,auto,5.0,50.0
